epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,49.3855,2.93235,3.85145,3.87386,0.00304,0.90111,0.02755,0.00754,2.2813,3.91291,3.24143,0.000657534,0.000657534,0.000657534
2,96.6604,2.57135,3.07182,3.07339,0.10312,0.20891,0.05928,0.01801,2.23358,4.49223,3.20355,0.00131546,0.00131546,0.00131546
3,142.486,2.38104,2.71711,2.8387,0.22827,0.31616,0.16535,0.06237,2.11172,9.73705,3.04933,0.00196459,0.00196459,0.00196459
4,187.895,2.23803,2.53824,2.72987,0.16028,0.21454,0.09588,0.03443,2.32723,6.27347,3.15993,0.0019604,0.0019604,0.0019604
5,232.586,2.14255,2.29357,2.62964,0.38061,0.4108,0.35888,0.15752,2.01374,2.60171,2.82786,0.0019472,0.0019472,0.0019472
6,279.736,2.02977,2.0807,2.53871,0.27212,0.51811,0.24094,0.0927,2.01826,2.61278,2.71158,0.001934,0.001934,0.001934
7,327.219,1.94463,1.94935,2.4656,0.51851,0.42296,0.42457,0.17249,2.04335,2.34381,2.761,0.0019208,0.0019208,0.0019208
8,374.352,1.83417,1.74062,2.35636,0.54095,0.461,0.49296,0.22261,1.85675,2.39492,2.61637,0.0019076,0.0019076,0.0019076
9,421.759,1.80775,1.69193,2.31067,0.61563,0.60446,0.60642,0.29569,1.77925,1.83983,2.56658,0.0018944,0.0018944,0.0018944
10,468.746,1.73292,1.57667,2.22336,0.53429,0.54168,0.45725,0.19336,1.99852,2.0596,2.78592,0.0018812,0.0018812,0.0018812
11,516.341,1.65,1.46776,2.15373,0.68053,0.58446,0.63162,0.31906,1.80138,1.87909,2.52431,0.001868,0.001868,0.001868
12,564.584,1.6498,1.42871,2.12114,0.71152,0.60306,0.66223,0.33018,1.78872,1.69677,2.55467,0.0018548,0.0018548,0.0018548
13,611.727,1.61975,1.40957,2.08723,0.72789,0.64206,0.68281,0.35318,1.69521,1.64795,2.42235,0.0018416,0.0018416,0.0018416
14,659.549,1.59673,1.37405,2.05824,0.69528,0.69916,0.69872,0.37109,1.66671,1.51937,2.40809,0.0018284,0.0018284,0.0018284
15,706.955,1.56039,1.31648,2.01585,0.73403,0.66992,0.71732,0.38853,1.66286,1.48191,2.44538,0.0018152,0.0018152,0.0018152
16,755.077,1.5192,1.34448,1.97326,0.78564,0.66852,0.72507,0.38736,1.65474,1.4648,2.46891,0.001802,0.001802,0.001802
17,803.048,1.533,1.28962,1.98589,0.77496,0.66186,0.73242,0.38871,1.71827,1.48046,2.49181,0.0017888,0.0017888,0.0017888
18,851.151,1.48751,1.24533,1.92246,0.73597,0.67827,0.72725,0.41241,1.59623,1.44495,2.32755,0.0017756,0.0017756,0.0017756
19,899.014,1.47848,1.23088,1.91135,0.77651,0.68802,0.75223,0.41641,1.61283,1.39765,2.25653,0.0017624,0.0017624,0.0017624
20,947.983,1.47005,1.17873,1.89156,0.74671,0.66927,0.75574,0.42171,1.62355,1.37075,2.33286,0.0017492,0.0017492,0.0017492
