epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,7613.18,3.03779,2.27274,3.17267,0.74331,0.71769,0.7717,0.44921,2.69011,2.2363,3.34691,0.008614,0.008614,0.008614
23,7957.76,3.01085,2.21231,3.16004,0.74642,0.72321,0.77176,0.45129,2.67172,2.29428,3.35616,0.008548,0.008548,0.008548
24,8304.27,3.02986,2.21242,3.16004,0.75103,0.72087,0.78076,0.45574,2.67306,2.09904,3.33376,0.008482,0.008482,0.008482
25,8649.08,3.00975,2.18203,3.13446,0.75777,0.70081,0.77476,0.45804,2.61443,2.14627,3.29651,0.008416,0.008416,0.008416
26,8995,2.98367,2.15007,3.12922,0.76659,0.73455,0.79209,0.46333,2.63008,2.1775,3.27639,0.00835,0.00835,0.00835
27,9341.37,2.96083,2.10778,3.11564,0.77183,0.73522,0.78857,0.46379,2.65442,2.06363,3.29686,0.008284,0.008284,0.008284
28,9686.4,2.94716,2.05678,3.08985,0.76776,0.74624,0.80245,0.47792,2.60853,2.00922,3.27034,0.008218,0.008218,0.008218
29,10032.4,2.92668,2.05451,3.07363,0.77275,0.73127,0.79096,0.46657,2.62742,2.04187,3.27324,0.008152,0.008152,0.008152
30,10377.7,2.90001,2.01563,3.07167,0.76345,0.74959,0.80073,0.4771,2.62767,1.99646,3.29093,0.008086,0.008086,0.008086
31,10722.7,2.88966,1.99501,3.05104,0.77743,0.74553,0.80331,0.47695,2.63792,2.0493,3.27442,0.00802,0.00802,0.00802
32,11068,2.88709,1.98798,3.05104,0.77493,0.76156,0.81076,0.48346,2.60537,1.93512,3.24591,0.007954,0.007954,0.007954
33,11414,2.87594,1.96567,3.02127,0.76764,0.74946,0.80083,0.48676,2.58723,2.08097,3.21451,0.007888,0.007888,0.007888
34,11760.9,2.86523,1.94024,3.01731,0.78112,0.75457,0.82096,0.49207,2.66168,1.90319,3.28361,0.007822,0.007822,0.007822
35,12107.1,2.82627,1.91432,3.00213,0.7981,0.74382,0.81828,0.481,2.64989,1.9303,3.24646,0.007756,0.007756,0.007756
36,12451.6,2.82308,1.91663,2.98912,0.79677,0.74624,0.81357,0.48943,2.62164,1.86524,3.27681,0.00769,0.00769,0.00769
37,12802.2,2.82904,1.90767,3.00577,0.77025,0.76237,0.80529,0.4808,2.60279,1.96641,3.24164,0.007624,0.007624,0.007624
38,13148.1,2.81473,1.86296,2.98253,0.77805,0.76478,0.81259,0.48309,2.63771,1.94465,3.24936,0.007558,0.007558,0.007558
39,13493.7,2.80185,1.84773,2.97941,0.80653,0.75641,0.82537,0.49761,2.58053,1.85049,3.22205,0.007492,0.007492,0.007492
40,13838.1,2.78826,1.8249,2.95384,0.79189,0.76102,0.82419,0.49746,2.59181,1.88689,3.22399,0.007426,0.007426,0.007426
41,14182.8,2.76413,1.81511,2.93681,0.76129,0.77097,0.81114,0.48927,2.59169,1.98159,3.24906,0.00736,0.00736,0.00736
42,14527.9,2.76496,1.78564,2.92582,0.78333,0.77359,0.82326,0.49577,2.59354,1.89662,3.19557,0.007294,0.007294,0.007294
43,14873.7,2.74171,1.7947,2.92937,0.79372,0.77742,0.829,0.50305,2.56202,1.81948,3.17987,0.007228,0.007228,0.007228
44,15233.9,2.74735,1.78148,2.92678,0.77467,0.77634,0.82307,0.50007,2.61604,1.88694,3.19717,0.007162,0.007162,0.007162
45,15601.8,2.72677,1.76035,2.91035,0.79763,0.76922,0.82891,0.49924,2.56253,1.91067,3.1838,0.007096,0.007096,0.007096
46,15956.4,2.71195,1.7502,2.90804,0.79379,0.77609,0.83151,0.49639,2.59807,1.81398,3.19061,0.00703,0.00703,0.00703
47,16323.1,2.71274,1.72675,2.8904,0.77467,0.78831,0.82719,0.50116,2.54186,1.82391,3.17167,0.006964,0.006964,0.006964
48,16676.4,2.71817,1.73143,2.89311,0.79,0.79355,0.83503,0.51592,2.51016,1.7492,3.15585,0.006898,0.006898,0.006898
49,17033.9,2.69375,1.71002,2.86994,0.80093,0.77366,0.83438,0.5162,2.49144,1.80374,3.13539,0.006832,0.006832,0.006832
50,17390.4,2.67368,1.67104,2.85758,0.81114,0.77814,0.83762,0.50566,2.59318,1.73798,3.18508,0.006766,0.006766,0.006766
51,17743.5,2.66579,1.67806,2.8681,0.80633,0.77392,0.83182,0.5094,2.5493,1.82158,3.18072,0.0067,0.0067,0.0067
52,18095.1,2.64752,1.66016,2.85443,0.80112,0.78074,0.83635,0.5144,2.50911,1.70919,3.16495,0.006634,0.006634,0.006634
53,18447.2,2.67457,1.65302,2.85644,0.81096,0.79167,0.84274,0.51566,2.52843,1.74702,3.16015,0.006568,0.006568,0.006568
54,18800.6,2.65667,1.64751,2.83478,0.80206,0.78978,0.84263,0.51753,2.4873,1.80826,3.10337,0.006502,0.006502,0.006502
55,19176.2,2.63463,1.63478,2.83187,0.81352,0.78922,0.84596,0.52137,2.51238,1.78417,3.14126,0.006436,0.006436,0.006436
56,19547.7,2.63275,1.60753,2.82322,0.79185,0.79562,0.84049,0.51621,2.51752,1.8026,3.15302,0.00637,0.00637,0.00637
57,19914.6,2.63695,1.61059,2.82973,0.80054,0.77608,0.83183,0.51582,2.49872,1.76912,3.12178,0.006304,0.006304,0.006304
58,20273.1,2.60915,1.58379,2.81505,0.80837,0.79382,0.84058,0.50946,2.54786,1.69836,3.17381,0.006238,0.006238,0.006238
59,20626.2,2.5941,1.58439,2.8037,0.79246,0.7914,0.84415,0.52147,2.49754,1.71239,3.12114,0.006172,0.006172,0.006172
60,20979.5,2.60694,1.57974,2.79851,0.80716,0.7921,0.84502,0.5149,2.53398,1.71706,3.147,0.006106,0.006106,0.006106
61,21332.4,2.58777,1.55959,2.7843,0.80254,0.78118,0.83794,0.51361,2.52373,1.7181,3.15041,0.00604,0.00604,0.00604
62,21697.2,2.57606,1.54544,2.78318,0.81469,0.78588,0.84689,0.52303,2.46821,1.69255,3.10969,0.005974,0.005974,0.005974
63,22064.8,2.56891,1.55531,2.78986,0.82738,0.79086,0.84871,0.5192,2.52516,1.68049,3.15388,0.005908,0.005908,0.005908
64,22434.6,2.56638,1.53392,2.78669,0.79604,0.80473,0.8481,0.52625,2.50701,1.71524,3.12717,0.005842,0.005842,0.005842
