epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,1898.3,1.3608,0.79799,1.46637,0.76575,0.75357,0.8043,0.45314,1.39009,1.074,1.69913,0.0016436,0.0016436,0.0016436
29,2006.52,1.33514,0.7774,1.4422,0.77837,0.77516,0.81654,0.48773,1.30035,1.01698,1.62113,0.0016304,0.0016304,0.0016304
30,2110.53,1.33334,0.76558,1.4457,0.81953,0.76287,0.8285,0.46533,1.43122,0.93449,1.69252,0.0016172,0.0016172,0.0016172
31,2211.27,1.3219,0.76191,1.43899,0.8196,0.78463,0.84367,0.50287,1.32641,0.94545,1.64998,0.001604,0.001604,0.001604
32,2310.21,1.31447,0.74933,1.43175,0.81367,0.76387,0.83201,0.48659,1.36018,0.91879,1.64332,0.0015908,0.0015908,0.0015908
33,2408.08,1.30875,0.73751,1.42596,0.82939,0.7685,0.84326,0.4724,1.41208,0.9307,1.67231,0.0015776,0.0015776,0.0015776
34,2505.45,1.30933,0.74393,1.42597,0.79124,0.75903,0.81679,0.47685,1.35376,0.97476,1.65802,0.0015644,0.0015644,0.0015644
35,2602.71,1.30141,0.73479,1.42047,0.80476,0.78303,0.8415,0.48477,1.3922,0.91354,1.65446,0.0015512,0.0015512,0.0015512
36,2700.5,1.28999,0.72081,1.41224,0.80621,0.76818,0.82786,0.47906,1.42188,0.90677,1.68813,0.001538,0.001538,0.001538
37,2800.87,1.28567,0.7218,1.41304,0.81825,0.79396,0.84352,0.50776,1.30079,0.8997,1.61178,0.0015248,0.0015248,0.0015248
38,2894.13,1.27371,0.7112,1.39714,0.80403,0.77217,0.84056,0.48418,1.37342,0.92269,1.6433,0.0015116,0.0015116,0.0015116
39,2968.02,1.27282,0.70671,1.40054,0.75742,0.76852,0.81218,0.46646,1.38386,0.96963,1.65892,0.0014984,0.0014984,0.0014984
40,3038.84,1.25841,0.69682,1.3856,0.7899,0.77163,0.82904,0.48285,1.36166,0.94479,1.63976,0.0014852,0.0014852,0.0014852
41,3114.84,1.25782,0.69514,1.38997,0.80341,0.7715,0.83608,0.49462,1.32119,0.90887,1.60914,0.001472,0.001472,0.001472
42,3191.76,1.25235,0.68399,1.38479,0.81766,0.79231,0.8513,0.50387,1.34098,0.87716,1.63692,0.0014588,0.0014588,0.0014588
43,3269.78,1.25006,0.68125,1.3811,0.82316,0.78313,0.84976,0.50381,1.33638,0.8871,1.62438,0.0014456,0.0014456,0.0014456
44,3338.74,1.2434,0.67484,1.37114,0.80785,0.78512,0.83856,0.4749,1.39646,0.91632,1.65727,0.0014324,0.0014324,0.0014324
45,3415.11,1.24211,0.6795,1.37577,0.81732,0.7921,0.85084,0.50225,1.3337,0.89218,1.6369,0.0014192,0.0014192,0.0014192
46,3495.2,1.23983,0.67296,1.36783,0.82743,0.80073,0.85583,0.5074,1.33626,0.85429,1.63877,0.001406,0.001406,0.001406
47,3570.3,1.22499,0.66551,1.36366,0.8193,0.77981,0.83374,0.47744,1.41601,0.84911,1.68569,0.0013928,0.0013928,0.0013928
48,3649.01,1.23178,0.66277,1.36502,0.8236,0.80438,0.86301,0.50595,1.33886,0.85437,1.61421,0.0013796,0.0013796,0.0013796
49,3727.67,1.2284,0.65516,1.35352,0.81411,0.78412,0.85018,0.50295,1.33752,0.85098,1.61683,0.0013664,0.0013664,0.0013664
50,3805.73,1.2207,0.66057,1.35314,0.82309,0.79973,0.85294,0.50386,1.35641,0.82559,1.64518,0.0013532,0.0013532,0.0013532
51,3885.69,1.21452,0.65689,1.355,0.845,0.77715,0.84555,0.4839,1.41545,0.82864,1.67289,0.00134,0.00134,0.00134
52,3964.08,1.20818,0.64824,1.34791,0.82302,0.79044,0.84739,0.50023,1.34849,0.83444,1.62388,0.0013268,0.0013268,0.0013268
53,4040.32,1.1946,0.63578,1.34371,0.82673,0.8004,0.85419,0.49775,1.38674,0.82782,1.64065,0.0013136,0.0013136,0.0013136
54,4110.62,1.19499,0.63092,1.33236,0.83072,0.76685,0.84063,0.49962,1.35234,0.83644,1.63262,0.0013004,0.0013004,0.0013004
55,4180.63,1.18379,0.63025,1.33214,0.83439,0.79648,0.86051,0.50304,1.36372,0.82271,1.64761,0.0012872,0.0012872,0.0012872
56,4249.82,1.18254,0.62098,1.32835,0.8464,0.78879,0.85287,0.50718,1.33967,0.8006,1.61823,0.001274,0.001274,0.001274
57,4322.44,1.181,0.62373,1.32471,0.82862,0.8029,0.85979,0.50465,1.36273,0.82021,1.63642,0.0012608,0.0012608,0.0012608
58,4401.07,1.18441,0.61905,1.32552,0.82913,0.78412,0.85492,0.50974,1.33973,0.81437,1.61917,0.0012476,0.0012476,0.0012476
59,4468.97,1.18746,0.62333,1.33029,0.8275,0.80106,0.85509,0.49814,1.38502,0.81294,1.64974,0.0012344,0.0012344,0.0012344
60,4535.87,1.17185,0.61243,1.32851,0.82471,0.79376,0.85451,0.49601,1.38187,0.8435,1.65956,0.0012212,0.0012212,0.0012212
61,4597.73,1.16851,0.60741,1.31102,0.83198,0.80405,0.861,0.5111,1.34012,0.80339,1.62025,0.001208,0.001208,0.001208
62,4658.38,1.16735,0.61452,1.31706,0.83288,0.80505,0.85995,0.50893,1.35431,0.7821,1.62755,0.0011948,0.0011948,0.0011948
63,4718.93,1.17845,0.6067,1.309,0.85583,0.80139,0.8655,0.51223,1.36331,0.76893,1.62609,0.0011816,0.0011816,0.0011816
64,4779.19,1.15517,0.59734,1.30729,0.85946,0.7828,0.86087,0.50019,1.38588,0.78886,1.65145,0.0011684,0.0011684,0.0011684
65,4839.64,1.15872,0.59814,1.30318,0.84928,0.78446,0.85553,0.5051,1.3718,0.78379,1.64061,0.0011552,0.0011552,0.0011552
66,4901.26,1.154,0.59828,1.30504,0.83924,0.81169,0.86529,0.51846,1.3494,0.77615,1.62394,0.001142,0.001142,0.001142
67,4961.81,1.14622,0.59135,1.30148,0.84404,0.79508,0.86537,0.50524,1.38822,0.79315,1.6404,0.0011288,0.0011288,0.0011288
68,5022.31,1.14409,0.59315,1.29733,0.84347,0.79044,0.86009,0.5121,1.33389,0.79614,1.61095,0.0011156,0.0011156,0.0011156
69,5082.51,1.14551,0.5961,1.29604,0.84619,0.78612,0.8476,0.50112,1.35346,0.79085,1.625,0.0011024,0.0011024,0.0011024
70,5143.38,1.14069,0.58715,1.29064,0.83586,0.79376,0.85411,0.5092,1.34058,0.79903,1.60942,0.0010892,0.0010892,0.0010892
71,5203.49,1.12525,0.57857,1.27941,0.8473,0.80163,0.86436,0.50869,1.37195,0.7787,1.63226,0.001076,0.001076,0.001076
72,5268.24,1.12008,0.57139,1.27527,0.84264,0.81099,0.86197,0.50731,1.36781,0.76243,1.62856,0.0010628,0.0010628,0.0010628
73,5328.36,1.133,0.58124,1.2833,0.84433,0.77781,0.84184,0.50209,1.34356,0.79163,1.61354,0.0010496,0.0010496,0.0010496
74,5389.15,1.12356,0.57293,1.27798,0.84908,0.79973,0.86695,0.5195,1.34082,0.76654,1.62516,0.0010364,0.0010364,0.0010364
75,5453.85,1.12406,0.57599,1.28133,0.83336,0.79559,0.85344,0.50275,1.36522,0.77738,1.63859,0.0010232,0.0010232,0.0010232
76,5527.37,1.10954,0.56858,1.27683,0.8454,0.817,0.87164,0.51815,1.33935,0.74384,1.61431,0.00101,0.00101,0.00101
77,5587.47,1.10627,0.56383,1.26883,0.85334,0.79809,0.86267,0.51399,1.36214,0.75128,1.62485,0.0009968,0.0009968,0.0009968
78,5651.99,1.11533,0.56468,1.27812,0.83109,0.80234,0.85629,0.5135,1.36044,0.75957,1.63687,0.0009836,0.0009836,0.0009836
79,5734.1,1.0986,0.55553,1.25891,0.8467,0.81402,0.86899,0.51449,1.35629,0.75476,1.63088,0.0009704,0.0009704,0.0009704
80,5794.17,1.08984,0.55048,1.25871,0.83656,0.81596,0.86671,0.51435,1.36439,0.75571,1.63439,0.0009572,0.0009572,0.0009572
81,5854.59,1.0977,0.55853,1.26286,0.85253,0.80641,0.86765,0.51774,1.36432,0.75214,1.64482,0.000944,0.000944,0.000944
82,5914.86,1.0913,0.54996,1.25403,0.84653,0.80737,0.86356,0.51763,1.34101,0.75611,1.62444,0.0009308,0.0009308,0.0009308
83,5975.04,1.08525,0.54567,1.25495,0.84383,0.80339,0.86082,0.51214,1.36935,0.75917,1.63627,0.0009176,0.0009176,0.0009176
84,6035.64,1.08545,0.5448,1.25059,0.82999,0.81395,0.85832,0.50916,1.38093,0.76137,1.64017,0.0009044,0.0009044,0.0009044
85,6094.97,1.07343,0.54209,1.24769,0.83882,0.81062,0.8653,0.51963,1.35235,0.75913,1.62479,0.0008912,0.0008912,0.0008912
86,6153.97,1.07746,0.54035,1.24829,0.83197,0.81933,0.86337,0.51805,1.33844,0.75528,1.61965,0.000878,0.000878,0.000878
87,6213.06,1.0703,0.5324,1.24129,0.84276,0.81346,0.85959,0.51048,1.37097,0.76657,1.65288,0.0008648,0.0008648,0.0008648
88,6272,1.07401,0.53627,1.2456,0.84835,0.80258,0.85875,0.51076,1.34379,0.76091,1.61359,0.0008516,0.0008516,0.0008516
89,6330.93,1.07473,0.53424,1.24117,0.8413,0.81235,0.85658,0.50391,1.3552,0.75319,1.62453,0.0008384,0.0008384,0.0008384
