epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,51.5162,3.49513,3.19296,3.5974,0.06806,0.11956,0.03594,0.01175,2.75672,3.57459,3.17094,0.00066129,0.00066129,0.00066129
2,96.6014,2.56876,2.29651,2.41683,0.24182,0.25639,0.1795,0.06021,2.31247,2.61741,2.3732,0.00131919,0.00131919,0.00131919
3,140.776,2.31727,2.0333,2.13303,0.38633,0.31086,0.28816,0.10103,2.206,3.37457,2.30102,0.00196829,0.00196829,0.00196829
4,185.011,2.20305,1.9143,2.00765,0.38975,0.40551,0.34014,0.11948,2.15389,2.36132,2.2231,0.0019604,0.0019604,0.0019604
5,230.442,2.11887,1.81564,1.92381,0.43957,0.46164,0.40643,0.15988,1.93912,2.63055,1.99654,0.0019472,0.0019472,0.0019472
6,277.549,2.05479,1.73078,1.85666,0.38814,0.44238,0.35746,0.13915,1.99718,2.31897,1.98155,0.001934,0.001934,0.001934
7,320.649,1.99928,1.66728,1.80845,0.51086,0.50711,0.50289,0.20866,1.8622,1.92095,1.87397,0.0019208,0.0019208,0.0019208
8,363.888,1.95666,1.61344,1.76501,0.59015,0.55928,0.57783,0.25688,1.75974,1.73311,1.77239,0.0019076,0.0019076,0.0019076
9,407.167,1.91547,1.54941,1.72919,0.49551,0.5005,0.47437,0.20602,1.92818,1.74453,1.89734,0.0018944,0.0018944,0.0018944
10,450.75,1.88564,1.51665,1.70742,0.35098,0.37496,0.28337,0.10969,2.00969,2.41998,1.93329,0.0018812,0.0018812,0.0018812
11,493.866,1.8537,1.48015,1.67873,0.61341,0.54858,0.58511,0.26346,1.77154,1.61089,1.76737,0.001868,0.001868,0.001868
12,538.021,1.8414,1.43901,1.66447,0.63823,0.57987,0.62091,0.29413,1.70342,1.50596,1.71249,0.0018548,0.0018548,0.0018548
13,581.787,1.80956,1.41223,1.63723,0.64344,0.57296,0.61936,0.29376,1.7066,1.50563,1.70204,0.0018416,0.0018416,0.0018416
14,625.281,1.79653,1.39513,1.62173,0.58702,0.5226,0.55108,0.25388,1.77644,1.582,1.7362,0.0018284,0.0018284,0.0018284
15,668.597,1.76552,1.34562,1.59149,0.65409,0.59159,0.63824,0.30712,1.69273,1.44515,1.66227,0.0018152,0.0018152,0.0018152
16,712.511,1.74884,1.3291,1.5873,0.644,0.62006,0.65716,0.3229,1.6418,1.41238,1.62914,0.001802,0.001802,0.001802
17,756.328,1.72905,1.32581,1.57522,0.57826,0.57257,0.5743,0.27748,1.64238,1.5782,1.62693,0.0017888,0.0017888,0.0017888
18,799.537,1.72315,1.28972,1.56175,0.63985,0.62504,0.65012,0.30826,1.66986,1.44745,1.66934,0.0017756,0.0017756,0.0017756
19,843.528,1.7083,1.26433,1.54644,0.64255,0.59283,0.63565,0.30457,1.67301,1.468,1.65409,0.0017624,0.0017624,0.0017624
20,887.137,1.69515,1.25634,1.54058,0.63988,0.57833,0.62252,0.29332,1.70011,1.50548,1.69041,0.0017492,0.0017492,0.0017492
21,930.432,1.69288,1.25065,1.52952,0.69282,0.61796,0.68334,0.34458,1.6086,1.33492,1.58431,0.001736,0.001736,0.001736
22,974.139,1.67716,1.23371,1.52219,0.73069,0.64563,0.71184,0.36105,1.59308,1.24505,1.57697,0.0017228,0.0017228,0.0017228
23,1017.82,1.66815,1.20626,1.50915,0.64165,0.58519,0.62481,0.30453,1.64077,1.39411,1.6165,0.0017096,0.0017096,0.0017096
24,1061.41,1.66771,1.20722,1.50708,0.6999,0.60445,0.67026,0.33171,1.64307,1.32455,1.62268,0.0016964,0.0016964,0.0016964
