epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,1556.71,2.78116,2.40426,3.13016,0.82591,0.75348,0.80074,0.47176,2.97975,2.15033,3.24198,0.0014588,0.0014588,0.0014588
43,1588.9,2.72638,2.38242,3.09155,0.82668,0.70417,0.80262,0.48772,2.94159,2.18408,3.25227,0.0014456,0.0014456,0.0014456
44,1621.77,2.7325,2.2903,3.08415,0.76664,0.74122,0.77795,0.42752,3.23018,2.2812,3.47027,0.0014324,0.0014324,0.0014324
45,1654.62,2.72989,2.36827,3.07825,0.7901,0.77019,0.81408,0.49099,2.92394,2.12979,3.23669,0.0014192,0.0014192,0.0014192
46,1687.19,2.67324,2.33743,3.04924,0.83577,0.73398,0.8063,0.4796,2.94276,2.06297,3.26789,0.001406,0.001406,0.001406
47,1719.75,2.74779,2.4186,3.09078,0.79835,0.74652,0.80133,0.47863,2.96339,2.04151,3.1959,0.0013928,0.0013928,0.0013928
48,1751.75,2.73942,2.39548,3.1131,0.80839,0.73538,0.8038,0.49684,2.86757,2.07313,3.17235,0.0013796,0.0013796,0.0013796
49,1783.95,2.70964,2.32002,3.05704,0.82195,0.76045,0.81654,0.50949,2.85484,2.03751,3.17454,0.0013664,0.0013664,0.0013664
50,1816.51,2.6439,2.23566,2.99044,0.78286,0.75487,0.80578,0.49502,2.91955,2.09713,3.23086,0.0013532,0.0013532,0.0013532
51,1848.51,2.66151,2.19907,3.00702,0.82101,0.77159,0.8222,0.50027,2.90672,2.08493,3.25464,0.00134,0.00134,0.00134
52,1881.11,2.6728,2.24084,3.0469,0.82742,0.76121,0.82067,0.49839,2.86775,1.95564,3.1899,0.0013268,0.0013268,0.0013268
53,1913.27,2.63633,2.20308,2.99139,0.84732,0.79109,0.84005,0.50945,2.84187,1.9178,3.11643,0.0013136,0.0013136,0.0013136
54,1945.99,2.65228,2.20749,2.99948,0.82643,0.72841,0.81076,0.4871,2.95073,2.09091,3.26851,0.0013004,0.0013004,0.0013004
55,1978.58,2.64425,2.22894,3.02312,0.85521,0.72395,0.81906,0.51825,2.80725,1.94677,3.10364,0.0012872,0.0012872,0.0012872
56,2011.09,2.62916,2.21329,3.01268,0.81624,0.77716,0.82947,0.50686,2.86012,1.95435,3.17143,0.001274,0.001274,0.001274
57,2043.94,2.6883,2.23325,3.02844,0.83408,0.74791,0.81379,0.50387,2.87303,1.9967,3.18638,0.0012608,0.0012608,0.0012608
58,2076.81,2.59015,2.09161,2.94517,0.8176,0.73538,0.79864,0.47455,2.99817,2.21003,3.30172,0.0012476,0.0012476,0.0012476
59,2109.07,2.67158,2.21942,3.02643,0.80053,0.75458,0.80722,0.47685,2.97119,2.07158,3.26706,0.0012344,0.0012344,0.0012344
60,2141.16,2.55862,2.06642,2.91703,0.83836,0.76323,0.82898,0.51557,2.8153,1.98225,3.13975,0.0012212,0.0012212,0.0012212
61,2173.27,2.58026,2.09516,2.94301,0.84212,0.75487,0.82094,0.49784,2.92134,1.9044,3.22873,0.001208,0.001208,0.001208
62,2205.86,2.56035,2.06594,2.93676,0.82809,0.76184,0.82211,0.50498,2.84829,1.97664,3.21851,0.0011948,0.0011948,0.0011948
63,2238.53,2.58548,2.14824,2.96342,0.83737,0.77449,0.84127,0.52377,2.77473,1.96049,3.11181,0.0011816,0.0011816,0.0011816
64,2271.76,2.57276,2.05087,2.91222,0.82923,0.76184,0.82782,0.51134,2.88082,2.01054,3.20677,0.0011684,0.0011684,0.0011684
65,2303.51,2.53512,2.04798,2.89499,0.80002,0.78412,0.82335,0.51541,2.82147,1.96468,3.13194,0.0011552,0.0011552,0.0011552
66,2335.68,2.52532,2.03485,2.9087,0.83444,0.76045,0.83429,0.52716,2.79967,1.96692,3.1051,0.001142,0.001142,0.001142
67,2367.9,2.52532,2.01899,2.88711,0.84321,0.7715,0.82877,0.52799,2.7589,1.92605,3.10816,0.0011288,0.0011288,0.0011288
68,2400.43,2.54978,1.98743,2.92133,0.88884,0.73501,0.84363,0.51964,2.8555,1.95642,3.20547,0.0011156,0.0011156,0.0011156
69,2432.22,2.50803,2.02701,2.90742,0.8233,0.76462,0.83091,0.51102,2.9052,1.91261,3.24631,0.0011024,0.0011024,0.0011024
70,2464.54,2.50726,1.91822,2.90796,0.85285,0.77437,0.84797,0.53252,2.78324,1.92037,3.12298,0.0010892,0.0010892,0.0010892
71,2496.66,2.49671,2.00588,2.88871,0.80447,0.77932,0.82226,0.51169,2.89875,1.96289,3.22312,0.001076,0.001076,0.001076
72,2529.09,2.5118,2.01409,2.89175,0.84067,0.78631,0.84514,0.53443,2.79818,1.87579,3.09203,0.0010628,0.0010628,0.0010628
73,2561.33,2.47974,1.96781,2.85257,0.82845,0.7735,0.8354,0.52388,2.78892,1.92801,3.13223,0.0010496,0.0010496,0.0010496
74,2593.71,2.44957,1.92566,2.82304,0.84786,0.76462,0.83519,0.50758,2.94566,1.94628,3.2747,0.0010364,0.0010364,0.0010364
75,2626.47,2.48025,1.95716,2.87628,0.81774,0.79248,0.83695,0.51826,2.82872,1.90084,3.19491,0.0010232,0.0010232,0.0010232
76,2659.23,2.48358,1.96503,2.84658,0.84904,0.77549,0.84238,0.51844,2.8886,1.92721,3.21792,0.00101,0.00101,0.00101
77,2691,2.4984,1.98791,2.87413,0.87411,0.76398,0.8488,0.52303,2.88085,1.92796,3.17537,0.0009968,0.0009968,0.0009968
78,2723.22,2.46263,1.93263,2.84401,0.86503,0.77159,0.84144,0.52564,2.81685,1.85808,3.13547,0.0009836,0.0009836,0.0009836
79,2755.44,2.43722,1.92489,2.81924,0.86384,0.76741,0.83759,0.5096,2.91057,1.89646,3.26975,0.0009704,0.0009704,0.0009704
80,2788.35,2.44435,1.8938,2.81053,0.89107,0.78273,0.85561,0.54369,2.80102,1.79053,3.11608,0.0009572,0.0009572,0.0009572
81,2821.1,2.44937,1.92639,2.812,0.82163,0.81198,0.84976,0.53929,2.77218,1.85276,3.07827,0.000944,0.000944,0.000944
