model_version,precision,recall,processing_time
v8n,0.7732300884955752,0.8223529411764706,24.24468755722046
v8s,0.8329646017699115,0.8858823529411765,32.6950318813324
v10n,0.7948717948717948,0.8023529411764706,23.729300260543823
v10s,0.8082663605051664,0.8282352941176471,29.630260944366455
v10m,0.8490566037735849,0.8470588235294118,43.743725061416626
